,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
2206,"Population, total",2001,19688632,19274701,730257,10286570,31020902,5188008,61367388,4014373,10862132,25425663,127149000,24956071,3880500,159217727
2207,"Population, total",2002,21000256,19495210,748324,10332785,31360079,5200598,61816234,3978515,10902022,26255343,127445000,25332178,3948500,163262807
2208,"Population, total",2003,22645130,19720737,778256,10376133,31644028,5213014,62256970,3951736,10928070,27068823,127718000,25682908,4027200,166876680
2209,"Population, total",2004,23553551,19932722,833451,10421137,31940655,5228172,62716306,3927340,10955141,27858948,127761000,26003965,4087500,170648620
2210,"Population, total",2005,24411191,20176844,901921,10478617,32243753,5246096,63188395,3902469,10987314,28698684,127773000,26285110,4133900,174372098
2211,"Population, total",2006,25442944,20450966,970981,10547958,32571174,5266268,63628261,3880347,11020362,28905607,127854000,26518971,4184600,178069984
2212,"Population, total",2007,25903301,20827622,1040532,10625700,32889025,5288720,64021737,3860158,11048473,28660887,128001000,26713655,4223800,181924521
2213,"Population, total",2008,26427199,21249199,1110343,10709973,33247118,5313399,64379696,3848449,11077841,29218381,128063000,26881544,4259800,185931955
2214,"Population, total",2009,27385307,21691653,1179453,10796493,33628895,5338871,64710879,3814419,11107017,30289040,128047000,27026941,4302600,190123222
2215,"Population, total",2010,28189672,22031750,1213645,10895586,34004889,5363352,65030575,3786695,11121341,31264875,128070000,27161567,4350700,194454498
2216,"Population, total",2011,29249157,22340024,1212077,11038264,34339328,5388272,65345233,3756441,11104899,32378061,127833000,27266399,4384000,198602738
2217,"Population, total",2012,30466479,22733465,1224939,11106932,34714222,5413971,65662240,3728874,11045011,33864447,127629000,27330694,4408100,202205861
2218,"Population, total",2013,31541209,23128129,1261673,11159407,35082954,5438972,66002289,3717668,10965211,35481800,127445000,27381555,4442100,205337562
2219,"Population, total",2014,32716210,23475686,1311134,11209057,35437435,5461512,66312067,3719414,10892413,36746488,127276000,27462106,4516500,208251628
2220,"Population, total",2015,33753499,23815995,1362142,11274196,35702908,5479531,66548272,3725276,10820883,37757813,127141000,27610325,4609400,210969298
2221,"Population, total",2016,34636207,24190907,1409661,11331422,36109487,5495303,66724104,3727505,10775971,38697943,127076000,27861186,4714100,213524840
2222,"Population, total",2017,35643418,24594202,1456834,11375158,36545236,5508214,66918020,3728004,10754679,39621162,126972000,28183426,4813600,216379655
2223,"Population, total",2018,36686784,24966643,1487340,11427054,37065084,5515525,67158348,3726549,10732882,40590700,126811000,28506712,4900600,219731479
2224,"Population, total",2019,37769499,25340217,1494188,11488980,37601230,5521606,67388001,3720161,10721582,41563520,126633000,28832496,4979200,223293280
2225,"Population, total",2020,38972230,25655289,1477469,11538604,38007166,5529543,67571107,3722716,10698599,42556984,126261000,29348627,5090200,227196741
2226,"Population, total",2021,40099462,25688079,1463265,11592952,38226498,5541017,67749632,3708610,10641221,43533592,125681593,30034989,5111400,231402117
2227,"Population, total",2022,41128771,25978935,1472233,11669446,38929902,5556880,67935660,3712502,10566531,44496122,125124989,30547580,5124100,235824862
2228,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1970,,,,,,,0,,,,,,,
2229,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1971,,,,,2.2,,,,,,,,,
2230,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1973,,,,,1.7,,,,,,,,,
2231,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1975,,,,,1.5,,0.2,,,,,,,
2232,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1977,,,,,1.2,,,,,,,,,
2233,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1979,,,,,1.2,,0.2,,,,,,,
2234,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1981,,1,,,0.7,,,,,,,,,
2235,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1982,,,,,0.7,,,,,,,,,
2236,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1984,,,,,0.7,,0.5,,,,,,,
2237,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1985,,1,,0.2,0.5,,,,,,,,,
2238,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1986,,,,,1,,,,,,,,,
2239,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1987,,,,,0.5,0,,,,,,,,67.3
2240,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1988,,,,0.5,0.7,,,,,,,,,
2241,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1989,,0.7,,,1.2,,,,,,,,,
2242,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1990,,,,,1.2,,0.2,,,,,,,65.1
2243,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1991,,,,,1.2,0,,,,,,,,
2244,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1992,,,,1,0.7,,,,,,,,,
2245,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1993,,,,,1.2,,,,,,,,,
2246,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1994,,,,,1,,,,,,,,,
2247,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1995,,0.7,,0.4,0.7,0,,,1.7,,,55.2,,
2248,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1996,,,,,0.2,,0.2,6.8,,,,,,22.3
2249,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1997,,,,0.5,0.2,,0.2,18.8,,,,,,
2250,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1998,,,,,0.5,,0,17,,,,,,29.8
2251,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),1999,,,,,0.5,,0,21.8,,,,,,
2252,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2000,,,,0.3,0.2,0,0,22.9,0.5,,,,,
2253,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2001,,0.7,,,0.2,,0,23,,,,,,33.3
2254,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2002,,,,,0.2,,0,12.7,,,,,,
2255,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2003,,1,,0.3,0.2,0,0.2,12.9,0.5,,,40.3,,
2256,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2004,,0.7,,0.1,0.2,0,0,12.4,0.6,,,,,20.2
2257,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2005,,,,0.2,0.2,0.1,0,12.9,0.3,,,,,20.3
2258,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2006,,,,0.2,0.2,0.1,0,12.6,0.6,0,,,,
2259,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2007,,,,0.2,0.2,0.1,0,14.2,0.5,,,,,14.9
2260,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2008,,0.4,,0.1,0.2,0.1,0,12.4,0.3,,0.5,,,
2261,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2009,,,,0.1,0.2,0.1,0,12.1,0.6,,,,,
2262,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2010,,0.3,,0.1,0.2,0.1,0.1,14.4,1,,0,8.2,,9.4
2263,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2011,,,,0.2,0.2,0,0,13.4,1.1,,,,,9.6
2264,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2012,,,,0.2,0.2,0.1,0.1,10.7,1.5,0.1,,,,
2265,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2013,,,,0.1,0.5,0.1,0.1,8.1,1,,0.7,,,7.4
2266,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2014,,0.5,,0.1,0.2,0.1,0,6.1,1.5,,,,,
2267,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2015,,,,0.1,0.2,0.1,0.1,4.9,1.4,,,,,5.1
2268,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2016,,0.5,,0.1,0.2,0,0.1,4.9,1,,,,,
2269,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2017,,,,0.1,0.2,0.1,0,6.2,0.9,,,,,
2270,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2018,,0.5,,0.1,0.2,0.1,0,5.6,0.1,,,,,4.9
2271,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2019,,,,0.1,0.2,0,0.1,4.8,0.7,,,,,
2272,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2020,,,,0.1,,0,0.1,5.8,0.8,,,,,
2273,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),2021,,,,,,,,5.5,,,,,,
2274,"Prevalence of underweight, weight for age (% of children under 5)",1986,,,,,,,,,,,,,,44.4
2275,"Prevalence of underweight, weight for age (% of children under 5)",1989,,,6.3,,,,,,,,,,,
2276,"Prevalence of underweight, weight for age (% of children under 5)",1991,,,,,,,,,,10.4,,,,38.4
2277,"Prevalence of underweight, weight for age (% of children under 5)",1992,,,,,,,,,,,,,,35.3
2278,"Prevalence of underweight, weight for age (% of children under 5)",1995,,0,7.6,,,,,,,,,42.6,,34.2
2279,"Prevalence of underweight, weight for age (% of children under 5)",1996,,,,,,,,,,,,42.9,,
2280,"Prevalence of underweight, weight for age (% of children under 5)",1997,44.9,,,,,,,,,,,,,
2281,"Prevalence of underweight, weight for age (% of children under 5)",1998,,,,,,,,,,,,36.5,,
2282,"Prevalence of underweight, weight for age (% of children under 5)",1999,,,,,,,,2.7,,,,,,
2283,"Prevalence of underweight, weight for age (% of children under 5)",2000,,,,,,,,,,12.8,,,,
2284,"Prevalence of underweight, weight for age (% of children under 5)",2001,,,,,,,,,,,,42.8,,31.2
2285,"Prevalence of underweight, weight for age (% of children under 5)",2003,,,,,,,,,0.5,10.1,,,,
2286,"Prevalence of underweight, weight for age (% of children under 5)",2004,31.7,,,,,,,,,8,,,,
2287,"Prevalence of underweight, weight for age (% of children under 5)",2005,,,,,,,,2.4,,,,,,
2288,"Prevalence of underweight, weight for age (% of children under 5)",2006,,,,,,,,,,7.1,,38.6,,
2289,"Prevalence of underweight, weight for age (% of children under 5)",2007,,0.5,,,,,,,,,,,,
2290,"Prevalence of underweight, weight for age (% of children under 5)",2009,,,,,,,,1.1,,,,,,
2291,"Prevalence of underweight, weight for age (% of children under 5)",2010,,,,,,,,,,,3.4,,,
2292,"Prevalence of underweight, weight for age (% of children under 5)",2011,,,,,,,,,,7.2,,28.9,,31.4
2293,"Prevalence of underweight, weight for age (% of children under 5)",2013,24.6,,,,,,,,,,,,,31.8
2294,"Prevalence of underweight, weight for age (% of children under 5)",2014,,,,1.1,,,,,,,,29.7,,
2295,"Prevalence of underweight, weight for age (% of children under 5)",2016,,,,,,,,,,,,27.3,,
2296,"Prevalence of underweight, weight for age (% of children under 5)",2018,19.1,,,,,,,2.1,,3.9,,,,23.1
2297,"Prevalence of underweight, weight for age (% of children under 5)",2019,,,,,,,,,,,,24.4,,
2298,"Prevalence of underweight, weight for age (% of children under 5)",2022,,,,,,,,,,,,18.7,,
2299,"Primary completion rate, total (% of relevant age group)",1970,,,,,,,,,,,,,101.0950394,
2300,"Primary completion rate, total (% of relevant age group)",1971,,,,,,,94.93936157,,107.3895111,44.78107834,103.6728668,,101.5648499,
2301,"Primary completion rate, total (% of relevant age group)",1972,,,,,,,93.82898712,,107.9443512,44.72412872,100.8324432,,102.6579514,
2302,"Primary completion rate, total (% of relevant age group)",1973,,,,,,,,,105.122818,44.72068024,99.70622253,,102.5446167,
2303,"Primary completion rate, total (% of relevant age group)",1974,17.98686981,,,69.41291046,,,,,100.6838303,38.80635834,98.74880219,,101.7251205,
2304,"Primary completion rate, total (% of relevant age group)",1975,,,,69.90241241,,,94.7819519,,100.3432617,46.55701065,97.64150238,,101.1292419,
2305,"Primary completion rate, total (% of relevant age group)",1976,,,,69.55384064,,,95.76107788,,99.64600372,48.06568909,95.75301361,,100.5002899,
2306,"Primary completion rate, total (% of relevant age group)",1977,18.96799088,,,72.5061264,,,95.56400299,,101.7418976,62.37796021,96.5579071,,100.8222733,
2307,"Primary completion rate, total (% of relevant age group)",1978,20.6745491,,,75.49719238,,,98.27192688,,103.7876129,65.1809082,121.196022,,100.2692566,
2308,"Primary completion rate, total (% of relevant age group)",1979,,,,69.58566284,,,98.16049194,,103.5007935,,83.37608337,,100.942421,
2309,"Primary completion rate, total (% of relevant age group)",1980,27.66419983,,,70.01963043,,,97.44152069,,102.4669571,74.51376343,101.6229477,,,
2310,"Primary completion rate, total (% of relevant age group)",1981,35.88290024,,,74.87468719,,,,,102.51091,,102.8072662,,,
2311,"Primary completion rate, total (% of relevant age group)",1982,,,89.66412354,75.92845154,,,,,98.16230774,,100.1166534,,,
2312,"Primary completion rate, total (% of relevant age group)",1983,,,81.60202789,70.00184631,,,,,99.39903259,55.77938843,99.92369843,,,
2313,"Primary completion rate, total (% of relevant age group)",1984,21.75962067,,80.55355835,74.56350708,,,,,100.8462906,,100.5073624,,,
2314,"Primary completion rate, total (% of relevant age group)",1985,20.99748039,,83.06479645,74.79421997,,,,,102.3584518,63.23696899,99.5205307,,,
2315,"Primary completion rate, total (% of relevant age group)",1986,,,81.775383,75.20715332,,,102.2017136,,105.2049789,62.72714996,102.7214279,,,
2316,"Primary completion rate, total (% of relevant age group)",1987,,,83.57614136,75.51844025,,99.55503845,100.9362335,,97.3380127,57.10636139,105.4172592,,,
2317,"Primary completion rate, total (% of relevant age group)",1988,,,90.04237366,75.29328918,,99.38085938,98.55460358,,99.15264893,60.45772171,104.0390015,45.1374588,,
2318,"Primary completion rate, total (% of relevant age group)",1989,,,96.23280334,,,99.49765015,98.87188721,,98.41885376,59.36877823,103.6094131,,,
2319,"Primary completion rate, total (% of relevant age group)",1990,,,,,,99.77310944,99.65630341,,,,104.3182297,,,
2320,"Primary completion rate, total (% of relevant age group)",1991,,,97.64743042,76.90135956,,99.39541626,99.20510101,,,,105.5702515,50.98003006,,
2321,"Primary completion rate, total (% of relevant age group)",1992,,,91.59747314,,,99.87238312,101.6058731,,94.17208862,,105.7319183,55.85211182,,
2322,"Primary completion rate, total (% of relevant age group)",1993,34.17082977,,86.08947754,,,99.13388824,,,,61.25767899,,,,
